Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,13251,18,5,831,36.14,0.000%,44.10928,18.95,2247.73,440.0
TOTAL,13251,18,5,831,36.14,0.000%,44.10928,18.95,2247.73,440.0
