Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6038,48,4,72684,1295.31,0.000%,19.96455,8.58,109.77,440.0
TOTAL,6038,48,4,72684,1295.31,0.000%,19.96455,8.58,109.77,440.0
