Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,9224,30,3,28976,354.72,0.000%,30.74021,13.90,312.87,463.0
TOTAL,9224,30,3,28976,354.72,0.000%,30.74021,13.90,312.87,463.0
