Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5231,67,3,91130,1625.82,0.000%,14.38819,6.51,146.44,463.0
TOTAL,5231,67,3,91130,1625.82,0.000%,14.38819,6.51,146.44,463.0
