Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4467,66,4,30566,1109.26,0.000%,14.89055,6.40,6.79,440.0
TOTAL,4467,66,4,30566,1109.26,0.000%,14.89055,6.40,6.79,440.0
