Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,3280,17,4,4580,151.61,0.000%,55.59510,23.89,26.66,440.0
TOTAL,3280,17,4,4580,151.61,0.000%,55.59510,23.89,26.66,440.0
