Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,12005,79,3,120010,2141.09,0.017%,12.50051,5.37,5.85,440.3
TOTAL,12005,79,3,120010,2141.09,0.017%,12.50051,5.37,5.85,440.3
