Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,12088,23,4,40101,370.47,0.000%,40.29306,18.22,410.09,463.0
TOTAL,12088,23,4,40101,370.47,0.000%,40.29306,18.22,410.09,463.0
