Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4100,77,4,45993,1167.55,0.000%,12.71085,5.75,14.16,463.0
TOTAL,4100,77,4,45993,1167.55,0.000%,12.71085,5.75,14.16,463.0
