Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,3875,75,4,35066,854.03,0.000%,12.91701,5.84,14.30,463.0
TOTAL,3875,75,4,35066,854.03,0.000%,12.91701,5.84,14.30,463.0
