Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,8325,34,3,35857,399.98,0.000%,27.73382,12.54,282.27,463.0
TOTAL,8325,34,3,35857,399.98,0.000%,27.73382,12.54,282.27,463.0
