Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5846,46,5,54591,1105.99,0.000%,19.42122,8.35,996.32,440.0
TOTAL,5846,46,5,54591,1105.99,0.000%,19.42122,8.35,996.32,440.0
