Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,14920,42,5,120013,1703.48,0.020%,21.24485,9.14,1079.11,440.3
TOTAL,14920,42,5,120013,1703.48,0.020%,21.24485,9.14,1079.11,440.3
