Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6918,41,3,52086,635.42,0.000%,23.03949,10.42,234.49,463.0
TOTAL,6918,41,3,52086,635.42,0.000%,23.03949,10.42,234.49,463.0
