Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,1862,168,8,90538,2998.61,0.054%,5.93220,2.56,2.79,441.1
TOTAL,1862,168,8,90538,2998.61,0.054%,5.93220,2.56,2.79,441.1
