Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6720,101,5,120015,2765.82,0.045%,9.41750,4.05,478.39,440.7
TOTAL,6720,101,5,120015,2765.82,0.045%,9.41750,4.05,478.39,440.7
