Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,15161,25,3,120013,1295.55,0.007%,38.52859,16.56,18.92,440.1
TOTAL,15161,25,3,120013,1295.55,0.007%,38.52859,16.56,18.92,440.1
