Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8560,40,5,120011,1298.60,0.012%,22.29370,9.58,1128.01,440.2
TOTAL,8560,40,5,120011,1298.60,0.012%,22.29370,9.58,1128.01,440.2
