Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,3964,72,4,16499,532.30,0.000%,13.21333,5.97,134.48,463.0
TOTAL,3964,72,4,16499,532.30,0.000%,13.21333,5.97,134.48,463.0
