Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6018,51,4,63435,911.66,0.000%,18.63948,8.43,189.71,463.0
TOTAL,6018,51,4,63435,911.66,0.000%,18.63948,8.43,189.71,463.0
