Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,5684,49,4,20078,538.85,0.000%,18.99460,8.59,193.32,463.0
TOTAL,5684,49,4,20078,538.85,0.000%,18.99460,8.59,193.32,463.0
