Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,12960,16,5,430,28.51,0.000%,43.17726,18.55,2201.33,440.0
TOTAL,12960,16,5,430,28.51,0.000%,43.17726,18.55,2201.33,440.0
