Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8293,31,4,99556,1094.17,0.000%,27.55150,11.84,1405.72,440.0
TOTAL,8293,31,4,99556,1094.17,0.000%,27.55150,11.84,1405.72,440.0
