Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4891,59,5,41098,1086.89,0.000%,15.48848,6.66,794.68,440.0
TOTAL,4891,59,5,41098,1086.89,0.000%,15.48848,6.66,794.68,440.0
