Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2088,139,5,120016,3378.82,0.048%,6.93674,2.99,351.14,440.8
TOTAL,2088,139,5,120016,3378.82,0.048%,6.93674,2.99,351.14,440.8
