Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,12304,23,4,15182,270.91,0.000%,40.87545,17.56,227.28,440.0
TOTAL,12304,23,4,15182,270.91,0.000%,40.87545,17.56,227.28,440.0
