Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,33250,8,3,1711,16.53,0.000%,110.83333,47.62,50.33,440.0
TOTAL,33250,8,3,1711,16.53,0.000%,110.83333,47.62,50.33,440.0
