Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7699,37,3,13218,289.23,0.000%,25.66111,11.60,28.42,463.0
TOTAL,7699,37,3,13218,289.23,0.000%,25.66111,11.60,28.42,463.0
