Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6133,48,4,55027,1005.29,0.000%,20.35378,8.75,9.24,440.0
TOTAL,6133,48,4,55027,1005.29,0.000%,20.35378,8.75,9.24,440.0
