Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,35161,7,1,43816,326.15,5.071%,116.29161,61.47,609.46,541.3
TOTAL,35161,7,1,43816,326.15,5.071%,116.29161,61.47,609.46,541.3
