Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,4633,62,3,53707,913.79,0.000%,15.44112,6.98,157.16,463.0
TOTAL,4633,62,3,53707,913.79,0.000%,15.44112,6.98,157.16,463.0
