Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7479,35,5,15539,311.03,0.000%,24.83059,10.67,1271.09,440.0
TOTAL,7479,35,5,15539,311.03,0.000%,24.83059,10.67,1271.09,440.0
