Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5483,50,5,92341,1428.27,0.000%,18.27977,7.85,942.67,440.0
TOTAL,5483,50,5,92341,1428.27,0.000%,18.27977,7.85,942.67,440.0
