Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2957,99,4,120041,3047.40,0.034%,9.90729,4.26,4.50,440.6
TOTAL,2957,99,4,120041,3047.40,0.034%,9.90729,4.26,4.50,440.6
