Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,22570,12,4,2700,61.36,0.000%,75.22857,32.32,415.92,440.0
TOTAL,22570,12,4,2700,61.36,0.000%,75.22857,32.32,415.92,440.0
