Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,19421,14,4,2249,65.49,0.000%,64.45928,27.70,356.72,440.0
TOTAL,19421,14,4,2249,65.49,0.000%,64.45928,27.70,356.72,440.0
