Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,14768,41,5,120018,1477.05,0.014%,21.80735,9.38,1120.21,440.2
TOTAL,14768,41,5,120018,1477.05,0.014%,21.80735,9.38,1120.21,440.2
