Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,7362,45,4,82755,1268.13,0.000%,21.06365,9.52,214.38,463.0
TOTAL,7362,45,4,82755,1268.13,0.000%,21.06365,9.52,214.38,463.0
