Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,2705,109,3,15975,735.58,0.000%,9.01634,4.08,9.98,463.0
TOTAL,2705,109,3,15975,735.58,0.000%,9.01634,4.08,9.98,463.0
