Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,9825,33,4,76328,992.71,0.000%,28.52845,12.90,290.55,463.0
TOTAL,9825,33,4,76328,992.71,0.000%,28.52845,12.90,290.55,463.0
