Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10269,26,4,120012,1184.92,0.010%,32.49601,13.97,1662.32,440.2
TOTAL,10269,26,4,120012,1184.92,0.010%,32.49601,13.97,1662.32,440.2
