Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6337,46,3,55215,830.95,0.000%,20.38551,9.22,207.48,463.0
TOTAL,6337,46,3,55215,830.95,0.000%,20.38551,9.22,207.48,463.0
