Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,16245,17,3,15412,186.59,0.000%,54.13502,24.48,25.06,463.0
TOTAL,16245,17,3,15412,186.59,0.000%,54.13502,24.48,25.06,463.0
