Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8164,37,4,29579,562.26,0.000%,26.08290,11.79,29.06,463.0
TOTAL,8164,37,4,29579,562.26,0.000%,26.08290,11.79,29.06,463.0
