Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8832,29,5,26261,448.82,0.000%,29.34180,12.61,1510.75,440.0
TOTAL,8832,29,5,26261,448.82,0.000%,29.34180,12.61,1510.75,440.0
