Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2303,34,4,36662,779.76,0.000%,29.25522,12.57,13.94,440.0
TOTAL,2303,34,4,36662,779.76,0.000%,29.25522,12.57,13.94,440.0
