Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,9337,62,5,120017,1783.72,0.011%,.03378,0.01,1.73,440.2
TOTAL,9337,62,5,120017,1783.72,0.011%,.03378,0.01,1.73,440.2
