Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6251,54,4,65014,978.55,0.000%,17.53028,7.93,178.42,463.0
TOTAL,6251,54,4,65014,978.55,0.000%,17.53028,7.93,178.42,463.0
