Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,8151,37,3,62683,975.74,0.000%,25.48255,11.52,259.35,463.0
TOTAL,8151,37,3,62683,975.74,0.000%,25.48255,11.52,259.35,463.0
