Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,16130,17,3,23064,258.12,0.000%,53.76703,24.31,547.59,463.0
TOTAL,16130,17,3,23064,258.12,0.000%,53.76703,24.31,547.59,463.0
