Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,19559,14,3,9550,129.58,0.000%,65.19667,29.48,72.20,463.0
TOTAL,19559,14,3,9550,129.58,0.000%,65.19667,29.48,72.20,463.0
