Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7865,36,4,37766,441.16,0.000%,26.17557,11.84,266.41,463.0
TOTAL,7865,36,4,37766,441.16,0.000%,26.17557,11.84,266.41,463.0
