Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4586,81,4,120066,2782.01,0.044%,11.59513,4.99,591.37,440.7
TOTAL,4586,81,4,120066,2782.01,0.044%,11.59513,4.99,591.37,440.7
