Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10385,32,3,54340,690.66,0.000%,29.83312,13.49,303.84,463.0
TOTAL,10385,32,3,54340,690.66,0.000%,29.83312,13.49,303.84,463.0
