Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7114,37,5,17856,371.35,0.000%,23.60679,10.14,1205.02,440.0
TOTAL,7114,37,5,17856,371.35,0.000%,23.60679,10.14,1205.02,440.0
