Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,7871,42,3,60658,812.73,0.000%,22.59756,10.22,229.99,463.0
TOTAL,7871,42,3,60658,812.73,0.000%,22.59756,10.22,229.99,463.0
