Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2816,106,5,120013,2447.53,0.036%,9.00719,3.88,451.83,440.6
TOTAL,2816,106,5,120013,2447.53,0.036%,9.00719,3.88,451.83,440.6
