Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,19403,47,4,120015,1631.97,0.010%,21.14729,9.09,9.81,440.2
TOTAL,19403,47,4,120015,1631.97,0.010%,21.14729,9.09,9.81,440.2
