Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,9333,69,3,120015,2308.91,0.032%,14.36496,6.18,7.08,440.5
TOTAL,9333,69,3,120015,2308.91,0.032%,14.36496,6.18,7.08,440.5
