Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2531,366,9,120015,5693.63,0.198%,2.72934,1.18,1.31,443.4
TOTAL,2531,366,9,120015,5693.63,0.198%,2.72934,1.18,1.31,443.4
