Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,16018,18,4,23690,281.61,0.000%,52.43311,22.53,288.52,440.0
TOTAL,16018,18,4,23690,281.61,0.000%,52.43311,22.53,288.52,440.0
