Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,9900,30,3,71340,1054.18,0.010%,32.78721,14.10,16.10,440.2
TOTAL,9900,30,3,71340,1054.18,0.010%,32.78721,14.10,16.10,440.2
