Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,11609,24,3,26666,361.33,0.000%,38.69680,17.50,17.91,463.0
TOTAL,11609,24,3,26666,361.33,0.000%,38.69680,17.50,17.91,463.0
