Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,8102,35,3,37913,512.63,0.000%,27.00631,12.21,274.86,463.0
TOTAL,8102,35,3,37913,512.63,0.000%,27.00631,12.21,274.86,463.0
